72292,1661,1664,82,2,40,32,10,598,336,762,7169,226,874
45958,1661,1707,192,6,89,82,21,1405,1092,1926,17204,768,2768
29135,1661,1664,60,3,33,18,9,390,312,571,3778,275,575
16848,1661,1721,333,7,148,156,29,2210,2463,2863,27108,432,7474
6632,1661,1667,710,4,300,327,83,3369,4308,5651,39107,1787,5892
69035,1660,1664,257,5,124,108,25,1075,1006,2099,16331,1066,9851
33474,1660,1676,120,3,63,47,10,844,656,959,9441,1163,3152
14385,1660,1660,109,5,60,39,10,734,501,1064,8067,692,2629
162030,1659,1662,55,3,36,12,7,399,235,540,2873,154,518
87104,1659,1674,73,4,40,27,6,366,322,772,3830,427,1185
75074,1659,1673,146,3,72,55,19,783,968,1219,9583,306,2941
39278,1659,1706,108,9,56,43,9,564,786,1353,7925,484,869
55423,1658,1660,57,0,34,20,3,445,308,481,4006,360,585
21206,1658,1658,80,7,43,26,11,579,381,647,5428,577,1460
20840,1658,1667,349,4,158,152,39,2165,1795,3087,22104,887,5582
86365,1657,1670,144,3,65,56,23,738,781,1395,6080,465,1202
74140,1657,1662,88,4,47,29,12,546,430,789,4057,151,1264
8040,1657,1679,300,6,140,130,30,1750,1582,2693,14478,813,2399
167548,1656,1676,93,1,44,39,10,748,718,841,6718,505,2422
135613,1656,1664,105,1,46,41,18,640,555,772,7669,676,1572
112643,1656,1657,38,1,27,9,2,493,131,403,4907,252,369
110839,1656,1675,132,4,62,61,9,781,852,1179,10013,247,1631
56977,1656,1656,158,11,70,63,25,844,838,1145,8837,141,1282
40930,1656,1667,64,5,32,25,7,388,343,528,5637,644,679
6692,1656,1662,136,0,69,51,16,693,647,1195,7334,459,2506
172980,1655,1665,59,1,29,23,7,344,297,421,5164,191,1227
120996,1655,1661,73,0,42,27,4,442,388,604,5743,367,1599
108630,1655,1655,68,0,39,21,8,585,306,634,4213,360,1008
80080,1655,1659,78,3,42,23,13,871,550,595,5187,708,508
29360,1655,1674,146,8,66,60,20,670,819,1199,8276,248,2786
94406,1654,1661,102,2,52,32,18,880,608,780,5260,248,1534
78281,1654,1715,520,15,226,234,60,3090,3056,4703,23663,781,7503
1740,1654,1696,96,2,46,44,6,834,630,909,7057,280,969
149595,1653,1653,53,1,33,13,7,502,229,494,3564,314,1012
116193,1653,1711,263,1,110,126,27,1163,1275,2022,17326,217,5522
92456,1653,1675,154,1,75,59,20,956,806,1335,7801,476,1357
84721,1653,1672,100,4,53,39,8,708,526,762,8026,572,2368
83368,1653,1664,32,2,21,8,3,247,156,340,3117,194,619
